superclass_name_linked	superclass_iri	subclass_name	subclass_iri	Analysis	Recommended Mapping	Type of mapping issue	Status
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	angular gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4112>	gen	angular gyrus (http://purl.obolibrary.org/obo/UBERON_0002686)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	angular gyrus, left, superior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4113>	gen	angular gyrus (http://purl.obolibrary.org/obo/UBERON_0002686)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	angular gyrus, left, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4114>	gen	angular gyrus (http://purl.obolibrary.org/obo/UBERON_0002686)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	angular gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4115>	gen	angular gyrus (http://purl.obolibrary.org/obo/UBERON_0002686)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	angular gyrus, right, superior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4116>	gen	angular gyrus (http://purl.obolibrary.org/obo/UBERON_0002686)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	angular gyrus, right, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4117>	gen	angular gyrus (http://purl.obolibrary.org/obo/UBERON_0002686)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precuneus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4119>	gen	precuneus cortex (http://purl.obolibrary.org/obo/UBERON_0006093)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precuneus, left, superior lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4120>	gen	precuneus cortex (http://purl.obolibrary.org/obo/UBERON_0006093)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precuneus, left, inferior lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4121>	gen	precuneus cortex (http://purl.obolibrary.org/obo/UBERON_0006093)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precuneus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4122>	gen	precuneus cortex (http://purl.obolibrary.org/obo/UBERON_0006093)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precuneus, right, superior lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4123>	gen	precuneus cortex (http://purl.obolibrary.org/obo/UBERON_0006093)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	precuneus, right, inferior lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4124>	gen	precuneus cortex (http://purl.obolibrary.org/obo/UBERON_0006093)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracentral lobule, posterior part, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4126>	gen	posterior segment of paracentral lobule (http://purl.obolibrary.org/obo/UBERON_0035934)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracentral lobule, posterior part, left, lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4127>	gen	posterior segment of paracentral lobule (http://purl.obolibrary.org/obo/UBERON_0035934)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracentral lobule, posterior part, left, bank of cingulate sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_4128>	gen	posterior segment of paracentral lobule (http://purl.obolibrary.org/obo/UBERON_0035934)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracentral lobule, posterior part, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4129>	gen	posterior segment of paracentral lobule (http://purl.obolibrary.org/obo/UBERON_0035934)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracentral lobule, posterior part, right, lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4130>	gen	posterior segment of paracentral lobule (http://purl.obolibrary.org/obo/UBERON_0035934)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	paracentral lobule, posterior part, right, bank of cingulate sulcus	<https://purl.brain-bican.org/ontology/hbao/HBA_4131>	gen	posterior segment of paracentral lobule (http://purl.obolibrary.org/obo/UBERON_0035934)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior temporal gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4134>	gen	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior temporal gyrus, left, lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4135>	gen	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior temporal gyrus, left, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4136>	gen	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior temporal gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4137>	gen	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior temporal gyrus, right, lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4138>	gen	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	superior temporal gyrus, right, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4139>	gen	superior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002769)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	middle temporal gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4141>	gen	middle temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002771)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	middle temporal gyrus, left, superior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4142>	gen	middle temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002771)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	middle temporal gyrus, left, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4143>	gen	middle temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002771)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	middle temporal gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4144>	gen	middle temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002771)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	middle temporal gyrus, right, superior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4145>	gen	middle temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002771)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	middle temporal gyrus, right, inferior bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4146>	gen	middle temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002771)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior temporal gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4148>	gen	inferior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior temporal gyrus, left, bank of the its	<https://purl.brain-bican.org/ontology/hbao/HBA_4149>	gen	inferior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior temporal gyrus, left, lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4150>	gen	inferior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior temporal gyrus, left, bank of mts	<https://purl.brain-bican.org/ontology/hbao/HBA_4151>	gen	inferior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior temporal gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4152>	gen	inferior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior temporal gyrus, right, bank of the its	<https://purl.brain-bican.org/ontology/hbao/HBA_4153>	gen	inferior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior temporal gyrus, right, lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4154>	gen	inferior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	inferior temporal gyrus, right, bank of mts	<https://purl.brain-bican.org/ontology/hbao/HBA_4155>	gen	inferior temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002751)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	fusiform gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4157>	gen	fusiform gyrus (http://purl.obolibrary.org/obo/UBERON_0002766)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	fusiform gyrus, left, bank of the its	<https://purl.brain-bican.org/ontology/hbao/HBA_4158>	gen	fusiform gyrus (http://purl.obolibrary.org/obo/UBERON_0002766)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	fusiform gyrus, left, lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4159>	gen	fusiform gyrus (http://purl.obolibrary.org/obo/UBERON_0002766)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	fusiform gyrus, left, bank of cos	<https://purl.brain-bican.org/ontology/hbao/HBA_4160>	gen	fusiform gyrus (http://purl.obolibrary.org/obo/UBERON_0002766)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	fusiform gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4161>	gen	fusiform gyrus (http://purl.obolibrary.org/obo/UBERON_0002766)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	fusiform gyrus, right, bank of the its	<https://purl.brain-bican.org/ontology/hbao/HBA_4162>	gen	fusiform gyrus (http://purl.obolibrary.org/obo/UBERON_0002766)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	fusiform gyrus, right, lateral bank of gyrus	<https://purl.brain-bican.org/ontology/hbao/HBA_4163>	gen	fusiform gyrus (http://purl.obolibrary.org/obo/UBERON_0002766)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	fusiform gyrus, right, bank of cos	<https://purl.brain-bican.org/ontology/hbao/HBA_4164>	gen	fusiform gyrus (http://purl.obolibrary.org/obo/UBERON_0002766)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	Heschl's gyrus, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4166>	gen	anterior transverse temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002773)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	Heschl's gyrus, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4167>	gen	anterior transverse temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002773)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	transverse gyri	<https://purl.brain-bican.org/ontology/hbao/HBA_4168>	Verify	anterior transverse temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002773)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	transverse gyri, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4169>	Verify	anterior transverse temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002773)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	transverse gyri, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4170>	Verify	anterior transverse temporal gyrus (http://purl.obolibrary.org/obo/UBERON_0002773)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	planum temporale, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4172>	gen	planum temporale (http://purl.obolibrary.org/obo/UBERON_0022268)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	planum temporale, right	<https://purl.brain-bican.org/ontology/hbao/HBA_4173>	gen	planum temporale (http://purl.obolibrary.org/obo/UBERON_0022268)		
structure with developmental contribution from neural crest	<http://purl.obolibrary.org/obo/UBERON_0010314>	temporal pole, left	<https://purl.brain-bican.org/ontology/hbao/HBA_4175>	gen	temporal pole (http://purl.obolibrary.org/obo/UBERON_0002576)		
